Data Center ID,Agency Data Center ID,Legacy Data Center ID,Record Status,Record Validity,Agency Abbreviation,Component,Office Name,Data Center Name,Published Name,Core Classification,Non-core Sub-Category,City,State,Province,Zip Code,Country,Ownership Type,Colocation Provider,Colocation Provider Type,Government-Wide Provider,Providing Services,Percent Services Paid by Other Agencies,Other Agencies Serviced,Data Center Tier,Gross Floor Area,Total Customer Floor Area,Annual Cost per Sq Ft,FTE,FTE Cost,Electricity Included in Cost,Electricity is Metered,Total Power Capacity,Total IT Power Capacity,Avg Electricity Usage,Avg IT Electricity Usage,Cost per KWH,Rack Count,Total IBM Mainframes,Total Other Mainframes,Total Windows Servers,Total Unix Servers,Total Linux Servers,Total HPC Cluster Nodes,Other Servers,Total Virtual Hosts,Total Virtual OS,Total Storage,Used Storage,Closing Stage,Closing Fiscal Year,Closing Quarter,Real Property Disposition,Real Property Disposition Date,Total Floor Area Eliminated or Repurposed,Total Decommissioned Physical Servers,Total Servers Moved to Other Data Center,Overall FTE Reduction
FDCCI-DC-45673,FDCCI-DC-5939,,existing,Added Facility,GSA,OCIO,,9R-NV0012ZZ,9R-NV0012ZZ,NonCore,,RENO,NV,,"	89509",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,4.8,2.4,,33.36,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45674,FDCCI-DC-5938,,existing,Added Facility,GSA,OCIO,,9R-CA0260ZZ,9R-CA0260ZZ,NonCore,,San Jose,CA,,"	95113",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,4.8,2.4,,33.36,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45675,FDCCI-DC-5937,,existing,Added Facility,GSA,OCIO,,9R-CA0309ZZ,9R-CA0309ZZ,NonCore,,Fresno,CA,,"	93721",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,4.8,2.4,,33.36,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45676,FDCCI-DC-5936,,existing,Added Facility,GSA,OCIO,,9R-CA0521SS,9R-CA0521SS,NonCore,,LAGUNA NIGUEL,CA,,"	92677",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,16,,0,0.04,,No,No,4.8,2.4,,55.68,,1,0,0,2,0,0,0,0,0,0,0,0,Closed,2014,Q1,Repurpose,Q2/2014,16,2,0,0
FDCCI-DC-45677,FDCCI-DC-5935,,existing,Added Facility,GSA,OCIO,,9R-AZ0052ZZ,9R-AZ0052ZZ,NonCore,,PHOENIX,AZ,,"	85003",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,4.8,2.4,,33.36,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45678,FDCCI-DC-5934,,existing,Added Facility,GSA,OCIO,,9R-CA6424ZZ,9R-CA6424ZZ,NonCore,,Oakland,CA,,"	94612",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,4.8,2.4,,33.36,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45679,FDCCI-DC-5933,,existing,Added Facility,GSA,OCIO,,9R-CA0168,9R-CA0168,NonCore,,Los Angeles,CA,,"	90024",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,16,,0,0.02,,No,No,4.8,2.4,,55.68,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,16,1,0,0
FDCCI-DC-45680,FDCCI-DC-5932,,existing,Added Facility,GSA,OCIO,,8R-WY0030,8R-WY0030,NonCore,,CASPER,WY,,"	82601",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,0.12,0.07,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45681,FDCCI-DC-5931,,existing,Added Facility,GSA,OCIO,,8R-WY0029,8R-WY0029,NonCore,,CHEYENNE,WY,,"	82001",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,0.11,0.02,Closed,2013,Q4,Repurpose,Q4/2013,9,1,0,0
FDCCI-DC-45682,FDCCI-DC-5930,,existing,Added Facility,GSA,OCIO,,8R-UT0032,8R-UT0032,NonCore,,SALT LAKE CITY,UT,,"	58138",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.04,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,1,0,0,0.34,0.12,Closed,2014,Q1,Repurpose,Q1/2014,9,2,0,0
FDCCI-DC-45683,FDCCI-DC-5929,,existing,Added Facility,GSA,OCIO,,8R-SD0040,8R-SD0040,NonCore,,ABERDEEN,SD,,"	57401",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,0.11,0.03,Closed,2014,Q2,Repurpose,Q2/2014,9,1,0,0
FDCCI-DC-45684,FDCCI-DC-5928,,existing,Added Facility,GSA,OCIO,,8R-SD0035,8R-SD0035,NonCore,,RAPID CITY,SD,,"	57701",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,0.11,0.04,Closed,2014,Q3,Repurpose,Q2/2014,9,1,0,0
FDCCI-DC-45685,FDCCI-DC-5927,,existing,Added Facility,GSA,OCIO,,8R-ND0046,8R-ND0046,NonCore,,FARGO,ND,,"	58102",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.04,,No,No,42,39,,0.93,,1,0,0,2,0,0,0,0,0,0,0.2,0.03,Closed,2014,Q4,Repurpose,Q4/2013,9,2,0,0
FDCCI-DC-45686,FDCCI-DC-5926,,existing,Added Facility,GSA,OCIO,,8R-ND0037,8R-ND0037,NonCore,,BISMARCK,ND,,"	58501",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.04,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,1,0,0,0.11,0.02,Closed,2014,Q3,Repurpose,Q3/2014,9,2,0,0
FDCCI-DC-45687,FDCCI-DC-5925,,existing,Added Facility,GSA,OCIO,,8R-MT0028,8R-MT0028,NonCore,,BILLINGS,MT,,"	59101",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.02,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,0.11,0.03,Closed,2014,Q1,Repurpose,Q2/2014,9,1,0,0
FDCCI-DC-45688,FDCCI-DC-5924,,existing,Added Facility,GSA,OCIO,,8R-CO0055,8R-CO0055,NonCore,,BOULDER,CO,,"	80223",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.09,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,0,0,0,9.5,6.73,Closed,2014,Q4,Repurpose,Q4/2014,9,1,0,0
FDCCI-DC-45689,FDCCI-DC-5923,,existing,Added Facility,GSA,OCIO,,8R-CO0039,8R-CO0039,NonCore,,DENVER,CO,,"	80294",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,9,,0,0.04,,No,No,42,39,,0.93,,1,0,0,1,0,0,0,1,0,0,0.27,0.1,Closed,2014,Q2,Repurpose,Q1/2014,9,2,0,0
FDCCI-DC-45690,FDCCI-DC-5922,,existing,Added Facility,GSA,OCIO,,7R-TX0821,7R-TX0821,NonCore,,FORT WORTH,TX,,"	76102",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,226,,0,0.24,,No,No,,8.4,,0.84,,4,0,0,11,0,0,0,0,0,0,1.1,0.96,Closed,2014,Q4,Repurpose,Q4/2014,226,11,0,0
FDCCI-DC-45691,FDCCI-DC-5921,,existing,Added Facility,GSA,OCIO,,5R-WI0044,5R-WI0044,NonCore,,MILWAUKEE,WI,,"	53202",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,12,,0,0.02,,No,No,2.25,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,12,1,0,0
FDCCI-DC-45692,FDCCI-DC-5920,,existing,Added Facility,GSA,OCIO,,5R-OH2247,5R-OH2247,NonCore,,FAIRBORN,OH,,"	45324",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,12,,0,0.02,,No,No,,,,0.32,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,12,1,0,0
FDCCI-DC-45693,FDCCI-DC-5919,,existing,Added Facility,GSA,OCIO,,5R-OH0208,5R-OH0208,NonCore,,COLUMBUS,OH,,"	43215",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,60,,0,0.02,,No,No,2.25,,,0.33,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,60,1,0,0
FDCCI-DC-45694,FDCCI-DC-5918,,existing,Added Facility,GSA,OCIO,,5R-OH0192,5R-OH0192,NonCore,,CLEVELAND,OH,,"	44199",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,288,,0,0.02,,No,No,2.25,,,0.73,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q4,Repurpose,Q4/2014,288,1,0,0
FDCCI-DC-45695,FDCCI-DC-5917,,existing,Added Facility,GSA,OCIO,,5R-OH0033,5R-OH0033,NonCore,,CLEVELAND,OH,,"	44114",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,308,,0,0.07,,No,No,2.25,,,0.86,,1,0,0,3,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q3/2013,308,1,2,0
FDCCI-DC-45696,FDCCI-DC-5916,,existing,Added Facility,GSA,OCIO,,5R-MN0090,5R-MN0090,NonCore,,BLOOMINGTON,MN,,"	55437",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,80,,0,0.02,,No,No,2.25,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q4,Repurpose,Q4/2014,80,1,0,0
FDCCI-DC-45697,FDCCI-DC-5915,,existing,Added Facility,GSA,OCIO,,5R-MI3058,5R-MI3058,NonCore,,DEARBORN,MI,,"	48126",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,96,,0,0.04,,No,No,2.7,,,0.83,,1,0,0,2,0,0,0,0,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,96,1,1,0
FDCCI-DC-45698,FDCCI-DC-5914,,existing,Added Facility,GSA,OCIO,,5R-MI0503,5R-MI0503,NonCore,,BATTLE CREEK,MI,,"	49017",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,1200,,0,0.04,,No,No,2.25,,,0.53,,1,0,0,2,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q3/2014,1200,2,0,0
FDCCI-DC-45699,FDCCI-DC-5913,,existing,Added Facility,GSA,OCIO,,5R-MI0137,5R-MI0137,NonCore,,GRAND RAPIDS,MI,,"	49503",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,112,,0,0.02,,No,No,2.25,,,0.73,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q1/2014,112,1,0,0
FDCCI-DC-45700,FDCCI-DC-5912,,existing,Added Facility,GSA,OCIO,,5R-MI0131,5R-MI0131,NonCore,,DETROIT,MI,,"	48226",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,77,,0,0.02,,No,No,2.25,,,0.73,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,77,1,1,0
FDCCI-DC-45701,FDCCI-DC-5911,,existing,Added Facility,GSA,OCIO,,5R-IN0133,5R-IN0133,NonCore,,INDIANAPOLIS,IN,,"	46204",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,12,,0,0.02,,No,No,2.25,,,0.73,,0,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q1,Repurpose,Q4/2013,12,1,0,0
FDCCI-DC-45702,FDCCI-DC-5910,,existing,Added Facility,GSA,OCIO,,5R-IL2503,5R-IL2503,NonCore,,O FALLON,IL,,"	62269",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,12,,0,0.02,,No,No,1.05,,,0.45,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,12,1,0,0
FDCCI-DC-45703,FDCCI-DC-5909,,existing,Added Facility,GSA,OCIO,,5R-IL2225,5R-IL2225,NonCore,,SPRINGFIELD,IL,,"	62703",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,48,,0,0.02,,No,No,2.25,,,0.73,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q1,Repurpose,Q2/2014,48,1,0,0
FDCCI-DC-45704,FDCCI-DC-5908,,existing,Added Facility,GSA,OCIO,,3R-WV0053,3R-WV0053,NonCore,,MARTINSBURG,WV,,"	25401",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,12,,0,0.04,,No,No,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q1/2014,12,1,1,0
FDCCI-DC-45705,FDCCI-DC-5907,,existing,Added Facility,GSA,OCIO,,3R-WV0163,3R-WV0163,NonCore,,CHARLESTON,WV,,"	25301",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,56,,0,0.02,,No,No,,,,0.45,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q3/2013,56,1,0,0
FDCCI-DC-45706,FDCCI-DC-5906,,existing,Added Facility,GSA,OCIO,,3R-VA1608,3R-VA1608,NonCore,,NORFOLK,VA,,"	23510",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,50,,0,0.02,,No,No,,,,0.93,,0,0,0,1,0,0,0,0,0,0,0,0,Closed,2015,Q1,Repurpose,Q1/2015,50,1,0,0
FDCCI-DC-45707,FDCCI-DC-5905,,existing,Added Facility,GSA,OCIO,,3R-VA0578,3R-VA0578,NonCore,,RICHMOND,VA,,"	23219",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,100,,0,0.02,,No,No,,,,0.93,,2,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,100,1,0,0
FDCCI-DC-45708,FDCCI-DC-5904,,existing,Added Facility,GSA,OCIO,,3R-PA0599,3R-PA0599,NonCore,,SCRANTON,PA,,"	18503",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,150,,0,0.02,,No,No,,,,0.33,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q3/2013,150,1,0,0
FDCCI-DC-45709,FDCCI-DC-5903,,existing,Added Facility,GSA,OCIO,,3R-PA0515,3R-PA0515,NonCore,,PHILADELPHIA,PA,,"	19144",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,168,,0,0.07,,No,No,,,,1.04,,1,0,0,3,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q2/2014,168,3,0,0
FDCCI-DC-45710,FDCCI-DC-5902,,existing,Added Facility,GSA,OCIO,,3R-PA0144,3R-PA0144,NonCore,,PHILADELPHIA,PA,,"	19106",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,11,,0,0.02,,No,No,,,,0.54,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q3/2013,11,1,0,0
FDCCI-DC-45711,FDCCI-DC-5901,,existing,Added Facility,GSA,OCIO,,3R-PA0143,3R-PA0143,NonCore,,PHILADELPHIA,PA,,"	19107",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,96,,0,0.02,,No,No,,,,0.33,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q3/2013,96,1,0,0
FDCCI-DC-45712,FDCCI-DC-5900,,existing,Added Facility,GSA,OCIO,,3R-NJ5003,3R-NJ5003,NonCore,,CAMDEN,NJ,,"	08101",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,160,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q2/2014,160,1,0,0
FDCCI-DC-45713,FDCCI-DC-5899,,existing,Added Facility,GSA,OCIO,,3R-NJ5001,3R-NJ5001,NonCore,,BURLINGTON,NJ,,"	08016",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,1518,,0,0.24,,No,Yes,332,187,,18.72,,3,0,0,6,0,0,0,1,0,0,0.46,0.3,Closed,2015,Q1,Repurpose,Q1/2015,1518,12,1,0
FDCCI-DC-45714,FDCCI-DC-5898,,existing,Added Facility,GSA,OCIO,,3R-MD1440,3R-MD1440,NonCore,,BALTIMORE,MD,,"	21201",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,151,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q3/2014,151,1,0,0
FDCCI-DC-45715,FDCCI-DC-5897,,existing,Added Facility,GSA,OCIO,,3R-MD0055,3R-MD0055,NonCore,,BALTIMORE,MD,,"	21201",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,983,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,983,1,0,0
FDCCI-DC-45716,FDCCI-DC-5896,,existing,Added Facility,GSA,OCIO,,3R-EU9996,3R-EU9996,NonCore,,Stuttgart,,,,Outside U.S.,Outsourcing,No,,,No,,,Server Room/Closet,120,,0,0.2,,No,No,40,18,,0.93,,2,0,0,0,0,0,0,0,0,0,1.5,0.5,Not closing,,,,,,,,
FDCCI-DC-45717,FDCCI-DC-5895,,existing,Added Facility,GSA,OCIO,,3R-DE0016,3R-DE0016,NonCore,,WILMINGTON,DE,,"	19801",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,287,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q3,Repurpose,Q4/2013,287,1,0,0
FDCCI-DC-45718,FDCCI-DC-5894,,existing,Added Facility,GSA,OCIO,,15 SS-DC0207,15 SS-DC0207,NonCore,,WASHINGTON,DC,,"	20417",U.S.,Outsourcing,No,,,No,,,Tier 2,390,,0,0.26,,No,Yes,,,,,,7,0,0,2,0,4,0,3,3,3,32,17.18,Closed,2013,Q4,Dispose at later date,Q1/2014,390,12,0,0
FDCCI-DC-45719,FDCCI-DC-5893,,existing,Added Facility,GSA,OCIO,,13R-DC0021B,13R-DC0021B,NonCore,,WASHINGTON,DC,,"	20405",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,1200,,0,0.62,,No,No,,,,,,18,0,0,39,5,2,0,21,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,1200,30,37,0
FDCCI-DC-45720,FDCCI-DC-5892,,existing,Added Facility,GSA,OCIO,,5R-IL2221,5R-IL2221,NonCore,,FAIRVIEW HEIGHTS,IL,,"	62269",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,90,,0,0.44,,No,No,3,3,,0.35,,1,0,0,2,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q4/2013,90,2,0,0
FDCCI-DC-45721,FDCCI-DC-5891,,existing,Added Facility,GSA,OCIO,,11R-VA0506,12R-VA0506,NonCore,,Springfield,VA,,"	22150",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,414,,0,0.13,,No,No,,,,,,1,0,0,3,0,0,0,0,0,0,0,0,Closed,2014,Q4,Repurpose,Q4/2014,414,3,0,0
FDCCI-DC-45722,FDCCI-DC-5890,,existing,Added Facility,GSA,OCIO,,11R-WV0269,11R-WV0269,NonCore,,MARTINSBURG,WV,,"	25401",U.S.,Outsourcing,No,,,No,,,Server Room/Closet,100,,0,0.09,,No,No,,,,0.71,,3,0,0,4,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,100,4,0,0
FDCCI-DC-45723,FDCCI-DC-5889,,existing,Added Facility,GSA,OCIO,,11R-MD0811,11R-MD0811,NonCore,,SILVER SPRING,MD,,"	20993",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,32,,0,0.04,,No,No,,,,0.83,,1,0,0,2,0,0,0,0,0,0,0,0,Closed,2014,Q2,Repurpose,Q2/2014,32,2,0,0
FDCCI-DC-45724,FDCCI-DC-5888,,existing,Added Facility,GSA,OCIO,,11R-DC9995,11R-DC9995,NonCore,,WASHINGTON,DC,,"	20006",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,10,,0,0.02,,No,No,,,,0.93,,1,0,0,0,0,0,0,1,0,0,0,0,Closed,2014,Q3,Repurpose,Q3/2014,10,1,0,0
FDCCI-DC-45725,FDCCI-DC-5887,,existing,Added Facility,GSA,OCIO,,11R-DC1472,11R-DC1472,NonCore,,WASHINGTON,DC,,"	20032",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,10,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q1,Repurpose,Q1/2014,10,1,0,0
FDCCI-DC-45726,FDCCI-DC-5886,,existing,Added Facility,GSA,OCIO,,11R-DC0700,11R-DC0700,NonCore,,WASHINGTON,DC,,"	20024",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,36,,0,0.02,,No,No,,,,0.93,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q1,Repurpose,Q2/2014,36,1,0,0
FDCCI-DC-45727,FDCCI-DC-5885,,existing,Added Facility,GSA,OCIO,,11R-DC0459,11R-DC0459,NonCore,,WASHINGTON,DC,,"	20004",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,36,,0,0.02,,No,No,,,,0.73,,1,0,0,1,0,0,0,0,0,0,0,0,Closed,2014,Q4,Repurpose,Q4/2014,36,1,0,0
FDCCI-DC-45728,FDCCI-DC-5884,,existing,Added Facility,GSA,OCIO,,11R-DC0033,11R-DC0033,NonCore,,WASHINGTON,DC,,"	20416",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,240,,0,0.04,,No,No,,,,,,5,0,0,0,0,0,0,2,0,0,0,0,Closed,2014,Q1,Repurpose,Q2/2014,240,2,0,0
FDCCI-DC-45729,FDCCI-DC-5883,,existing,Added Facility,GSA,OCIO,,11R-DC0001,11R-DC0001,NonCore,,WASHINGTON,DC,,"	20228",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,80,,0,0.02,,No,No,,,,0.93,,3,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,80,0,1,0
FDCCI-DC-45730,FDCCI-DC-5882,,existing,Added Facility,GSA,OCIO,,10R-WA0953,10R-WA0953,NonCore,,SEATTLE,WA,,"	98134",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,15,,0,0.02,,No,No,,,,0.93,,0,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q2,Repurpose,Q2/2013,15,1,0,0
FDCCI-DC-45731,FDCCI-DC-5881,,existing,Added Facility,GSA,OCIO,,10R-WA0101,10R-WA0101,NonCore,,SEATTLE,WA,,"	98174",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,30,,0,0.02,,No,No,,,,0.93,,0,0,0,1,0,0,0,0,0,0,0.5,0.4,Application Mapping,2016,Q2,,,,,,
FDCCI-DC-45732,FDCCI-DC-5880,,existing,Added Facility,GSA,OCIO,,10R-WA0045,10R-WA0045,NonCore,,SPOKANE,WA,,"	99201",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,114,,0,0.02,,No,No,6.24,6.24,,0.93,,0,0,0,1,0,0,0,0,0,0,0,0,Closed,2013,Q4,Repurpose,Q4/2013,114,1,0,0
FDCCI-DC-45733,FDCCI-DC-5879,,existing,Added Facility,GSA,OCIO,,10R-OR0023,10R-OR0023,NonCore,,PORTLAND,OR,,"	97205",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,162,,0,0.02,,No,No,6.24,6.24,,0.93,,0,0,0,1,0,0,0,0,0,0,0.3,0.2,Closed,2015,Q1,Repurpose,Q1/2015,161,1,0,0
FDCCI-DC-45734,FDCCI-DC-5878,,existing,Added Facility,GSA,OCIO,,10R-ID0025,10R-ID0025,NonCore,,BOISE,ID,,"	83724",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,15,,0,0.02,,No,No,,,,0.93,,0,0,0,1,0,0,0,0,0,0,0.3,0.2,Closed,2015,Q1,Repurpose,Q1/2015,15,1,0,0
FDCCI-DC-45735,FDCCI-DC-5877,,existing,Added Facility,GSA,OCIO,,10R-AK0031,10R-AK0031,NonCore,,ANCHORAGE,AK,,"	99513",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,143,,0,0.18,,No,No,,,,2.51,,3,0,0,4,0,0,0,1,0,0,1,0.5,Closed,2014,Q4,Repurpose,Q4/2014,143,1,0,0
FDCCI-DC-80442,,,existing,Added Facility,GSA,OCIO,,9R-CA0093ZZ,9R-CA0093ZZ,NonCore,,San Francisco,CA,,"	94102",U.S.,Agency Owned,No,,,No,,,Server Room/Closet,642,,0,0.03,,No,No,1902.6,778,312.3,179.5,,8,0,0,12,0,0,0,8,2,21,114.12,86.13,Not closing,,,,,,,,
